year,engine_hp,number_of_doors,popularity,msrp,highway_lkm,num_market_categories,make_Acura,make_Audi,make_BMW,make_Cadillac,make_Chevrolet,make_Dodge,make_Ford,make_GMC,make_Honda,make_Hyundai,make_Infiniti,make_Mazda,make_Mercedes-Benz,make_Nissan,make_Subaru,make_Toyota,make_Volkswagen,make_Volvo,transmission_type_AUTOMATIC,transmission_type_MANUAL,driven_wheels_all wheel drive,driven_wheels_front wheel drive,driven_wheels_rear wheel drive,vehicle_size_Compact,vehicle_size_Large,vehicle_size_Midsize
1993,114.0,4.0,870,2000,9.4084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2012,100.0,4.0,586,16020,6.720285714285715,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2012,100.0,4.0,586,14530,6.720285714285715,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2012,100.0,4.0,586,16860,6.917941176470588,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,100.0,4.0,586,15370,6.917941176470588,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,100.0,4.0,586,17050,6.917941176470588,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,100.0,4.0,586,15560,6.917941176470588,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,100.0,4.0,586,16210,6.720285714285715,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2013,100.0,4.0,586,14720,6.720285714285715,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2014,100.0,4.0,586,17050,6.917941176470588,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2014,100.0,4.0,586,15560,6.917941176470588,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2014,100.0,4.0,586,16210,6.720285714285715,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2014,100.0,4.0,586,14720,6.720285714285715,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2015,300.0,4.0,3916,47250,7.840333333333334,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2015,240.0,4.0,3916,41850,7.127575757575758,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2015,240.0,4.0,3916,41850,7.127575757575758,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2016,240.0,4.0,3916,43000,6.917941176470588,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2016,300.0,4.0,3916,49200,7.840333333333334,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2017,320.0,4.0,3916,49650,7.840333333333334,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2017,248.0,4.0,3916,43950,7.127575757575758,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2015,241.0,4.0,3916,41950,7.127575757575758,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2015,335.0,4.0,3916,50150,7.127575757575758,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2015,240.0,4.0,3916,37500,6.720285714285715,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2015,300.0,4.0,3916,43750,7.3503125,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2015,240.0,4.0,3916,39500,7.127575757575758,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2015,240.0,4.0,3916,39500,7.127575757575758,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2015,180.0,4.0,3916,34950,6.720285714285715,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2015,300.0,4.0,3916,45750,7.840333333333334,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2015,240.0,4.0,3916,37500,6.720285714285715,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2015,180.0,4.0,3916,32950,6.533611111111111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2016,320.0,4.0,3916,47800,7.127575757575758,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2016,240.0,4.0,3916,38350,6.917941176470588,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2016,240.0,4.0,3916,40350,6.917941176470588,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2016,240.0,4.0,3916,38350,6.917941176470588,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2016,240.0,4.0,3916,42650,6.917941176470588,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2016,180.0,4.0,3916,33150,6.533611111111111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2016,180.0,4.0,3916,35150,6.720285714285715,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2016,320.0,4.0,3916,45800,7.127575757575758,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2017,248.0,4.0,3916,38750,6.917941176470588,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2017,180.0,4.0,3916,35450,6.917941176470588,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2017,180.0,4.0,3916,33450,6.720285714285715,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2017,248.0,4.0,3916,40750,7.127575757575758,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2017,248.0,4.0,3916,42950,7.127575757575758,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2017,320.0,4.0,3916,49900,7.58741935483871,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2017,320.0,4.0,3916,47900,7.3503125,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1991,177.0,4.0,617,2232,12.379473684210527,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1991,177.0,4.0,617,2000,11.7605,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1991,158.0,4.0,617,2000,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1991,177.0,4.0,617,2105,11.7605,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1991,177.0,4.0,617,2199,13.067222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1991,177.0,4.0,617,2000,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1991,177.0,4.0,617,2124,12.379473684210527,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1991,228.0,2.0,617,3552,11.200476190476191,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1991,217.0,2.0,617,2179,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1992,228.0,4.0,617,2377,13.835882352941177,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1992,228.0,2.0,617,3814,11.200476190476191,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1992,177.0,4.0,617,2207,12.379473684210527,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1992,177.0,4.0,617,2000,11.7605,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1992,217.0,2.0,617,2248,11.200476190476191,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1992,177.0,4.0,617,2065,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1992,177.0,4.0,617,2282,13.067222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1992,158.0,4.0,617,2000,10.226521739130435,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1993,177.0,4.0,617,2544,12.379473684210527,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1993,217.0,2.0,617,2397,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1993,228.0,2.0,617,4174,11.200476190476191,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1993,217.0,4.0,617,2187,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1993,177.0,4.0,617,2433,12.379473684210527,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1993,194.0,4.0,617,2247,10.226521739130435,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1993,228.0,4.0,617,2540,13.067222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1994,222.0,2.0,2009,2847,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1994,222.0,2.0,2009,2488,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1994,300.0,2.0,2009,2683,10.691363636363636,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1994,222.0,2.0,2009,2553,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1995,300.0,2.0,2009,3049,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1995,222.0,2.0,2009,2774,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1995,222.0,2.0,2009,2702,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1995,222.0,2.0,2009,3101,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1996,300.0,2.0,2009,3510,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1996,222.0,2.0,2009,3107,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1996,222.0,2.0,2009,3624,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1996,222.0,2.0,2009,3185,10.691363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1992,82.0,2.0,586,2000,7.127575757575758,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1992,82.0,2.0,586,2000,7.127575757575758,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1993,82.0,2.0,586,2000,7.127575757575758,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1993,82.0,2.0,586,2000,7.3503125,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1994,82.0,2.0,586,2000,7.127575757575758,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2007,306.0,2.0,2009,36550,10.226521739130435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
2007,306.0,2.0,2009,41250,10.226521739130435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
2007,306.0,2.0,2009,30600,9.800416666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
2007,306.0,2.0,2009,37100,9.800416666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
2007,306.0,2.0,2009,27900,9.4084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
2007,306.0,2.0,2009,32700,9.4084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
